embryoId,stage,cellType,mtX,mtY,mtZ
68,13.5,Epithelial_cells,0.86439873,1.08904889,1.99127662
68,13.5,Myocytes,0.18330118,0.48776390,0.96971784
68,13.5,Myocytes,0.40011737,0.27774315,1.13790099
68,13.5,Inhibitory_neurons,0.45278852,1.24088711,1.50796164
68,13.5,Connective_tissue_progenitors,1.25660524,1.59799395,1.21126470
68,13.5,Hepatocytes,1.95554496,2.41069843,2.38183462
68,13.5,Excitatory_neurons,0.12024795,1.13472288,0.87303538
68,13.5,Chondrocytes_&_osteoblasts,0.72496199,1.32578654,1.02945920
68,13.5,Oligodendrocyte_Progenitors,1.57473197,1.17561933,1.40324567
68,13.5,Myocytes,0.42894371,0.29530849,1.18438752
68,13.5,Granule_neurons,0.60019884,1.76626695,1.47114542
68,13.5,Chondroctye_progenitors,1.18391386,0.85457054,0.67643113
68,13.5,Excitatory_neurons,0.19400419,1.27368968,1.21201049
68,13.5,Connective_tissue_progenitors,1.30283321,1.64214450,1.30747238
68,13.5,Chondroctye_progenitors,1.14573382,0.80380851,0.65584354
68,13.5,Excitatory_neurons,0.15175383,1.24627199,1.24826465
68,13.5,Granule_neurons,0.62341841,1.75867808,1.47018057
68,13.5,Connective_tissue_progenitors,1.37115306,1.43582095,0.93189849
68,13.5,Chondroctye_progenitors,1.16926907,1.07127107,0.78516077
68,13.5,Osteoblasts,0.92603621,1.07465291,1.39842524
68,13.5,Myocytes,0.22939189,0.37504783,0.98745590
68,13.5,Jaw_and_tooth_progenitors,0.87251801,1.34066198,0.99963664
68,13.5,Excitatory_neurons,0.28117790,1.36584178,1.25339865
68,13.5,Inhibitory_neurons,0.36877974,1.23886892,1.40550907
68,13.5,Excitatory_neurons,0.17084061,1.25163807,1.18310260
68,13.5,Granule_neurons,1.44535529,1.56761470,1.83470253
68,13.5,Connective_tissue_progenitors,1.28234303,1.65439411,1.55264607
68,13.5,Connective_tissue_progenitors,1.37234649,1.59693165,1.00526326
68,13.5,Jaw_and_tooth_progenitors,1.01805752,1.14067003,0.89240071
68,13.5,Megakaryocytes,1.53488032,1.43424037,1.65688000
68,13.5,Granule_neurons,0.59520200,1.76587981,1.47045749
68,13.5,Radial_glia,1.61229562,0.81104969,1.07813482
68,13.5,Oligodendrocyte_Progenitors,1.63135826,1.42731452,1.52689772
68,13.5,Jaw_and_tooth_progenitors,1.01045291,1.14218520,0.88946373
68,13.5,Connective_tissue_progenitors,1.21232885,1.61667155,1.14505591
68,13.5,Chondroctye_progenitors,1.20870436,0.86262317,0.68896376
68,13.5,Epithelial_cells,0.90400901,1.05141383,1.25454338
68,13.5,Excitatory_neurons,0.16933731,1.23378772,1.17343503
68,13.5,Stromal_cells,0.88569029,0.83991192,1.57093016
68,13.5,Oligodendrocyte_Progenitors,1.67995617,0.85930234,1.04394402
68,13.5,Connective_tissue_progenitors,1.33751415,1.47263434,0.94792446
